CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
3676,51,Female,24230,PhD,Single,2241,0,2023-07-11,West,Artist,0,6,7602,76,Email,Almost audience star effect sit.,Silver,46,2
3677,44,Female,62945,PhD,Divorced,1512,0,2024-05-11,East,Artist,1,3,13407,9,Email,Second technology month police however.,Platinum,79,7
3678,58,Female,43916,Bachelor,Widowed,1772,0,2024-01-07,East,Lawyer,1,6,7250,59,Email,Teach home alone wish station expert education.,Platinum,48,2
3679,18,Male,71309,Bachelor,Divorced,1465,1,2023-12-23,East,Lawyer,0,1,8693,3,Email,Old between explain serve policy.,Silver,22,3
3680,25,Female,48133,Bachelor,Single,2329,0,2023-06-16,North,Lawyer,1,2,11634,96,Phone,Surface trip yes forward positive.,Silver,20,9
3681,40,Female,71589,Bachelor,Married,1819,1,2023-05-21,North,Engineer,4,1,11513,11,Phone,Build successful possible white.,Silver,28,1
3682,55,Female,56373,Bachelor,Divorced,891,0,2024-11-24,South,Lawyer,2,2,6565,5,SMS,Late today important phone.,Bronze,59,9
3683,23,Female,64611,Master,Divorced,2816,1,2023-06-08,North,Engineer,4,4,8198,35,Email,Economic total about shoulder.,Bronze,45,6
3684,39,Male,42622,High School,Married,2506,1,2024-01-18,West,Doctor,3,3,9076,24,Phone,Method president hit focus produce Mr.,Platinum,99,9
3685,42,Female,55295,High School,Married,992,0,2023-08-18,North,Teacher,1,6,9495,70,Phone,Happen there major threat country city claim.,Gold,9,8
3686,35,Female,24106,PhD,Single,2367,1,2024-09-25,West,Artist,1,2,10591,82,Email,Window seven rise system.,Platinum,83,7
3687,34,Male,48094,Bachelor,Widowed,2761,0,2024-03-15,North,Engineer,3,3,12264,6,Email,For arm first nor society material.,Silver,52,7
3688,29,Male,27732,Master,Divorced,1906,1,2024-06-26,North,Teacher,2,6,9578,86,SMS,Experience performance be medical lose.,Gold,6,6
3689,23,Female,32855,Master,Divorced,2074,0,2024-03-01,South,Scientist,0,2,10280,42,Email,Avoid instead indicate major.,Bronze,29,8
3690,43,Male,36637,PhD,Single,1840,0,2024-07-20,East,Lawyer,4,1,7644,43,SMS,Sea old ten Republican parent.,Platinum,92,9
3691,44,Female,59906,Bachelor,Widowed,2259,0,2023-09-04,East,Artist,2,2,14504,14,SMS,National maybe certain she small she.,Bronze,54,8
3692,25,Male,47789,High School,Single,2516,0,2023-08-18,East,Scientist,0,2,11235,76,Email,Enjoy spring soldier pick lead order tax easy.,Gold,64,9
3693,36,Male,50471,Bachelor,Divorced,1404,1,2023-11-13,South,Engineer,0,5,9144,25,Email,Worry form mouth realize.,Bronze,20,5
3694,59,Female,47381,Master,Divorced,1646,0,2024-09-04,West,Lawyer,1,6,13687,84,Phone,Especially establish outside their oil.,Silver,6,3
3695,18,Male,66210,Bachelor,Married,2050,0,2024-07-20,North,Teacher,3,6,11111,18,Email,Without spend citizen. Republican so health may.,Silver,43,4
3696,46,Female,50060,High School,Married,2155,0,2023-07-16,South,Doctor,1,4,10659,24,Email,Various design something ago. Worker design fill.,Bronze,67,4
3697,62,Male,53732,High School,Widowed,2203,1,2023-06-09,West,Teacher,3,6,10014,63,SMS,Operation evidence soldier product.,Platinum,14,9
3698,66,Female,41446,PhD,Divorced,1903,0,2023-06-20,South,Engineer,1,1,13048,79,Email,Contain better officer along reflect attack.,Silver,97,9
3699,52,Male,67241,Master,Divorced,1558,1,2024-10-29,South,Doctor,4,1,14839,95,Phone,Budget quickly food half not just blue.,Gold,1,1
3700,57,Male,68365,Bachelor,Married,2492,1,2023-08-05,West,Doctor,1,3,12997,1,Phone,Reflect bed skin hundred maintain involve.,Platinum,2,5
3701,31,Male,49446,Bachelor,Single,1389,0,2024-05-07,East,Lawyer,4,2,10097,15,Email,Smile behavior moment.,Bronze,47,2
3702,52,Male,41235,PhD,Single,1753,1,2024-08-11,North,Teacher,2,2,14018,54,Email,One office wall over mouth somebody concern.,Gold,67,5
3703,65,Male,25760,PhD,Divorced,2008,0,2023-04-27,East,Engineer,2,6,9217,34,SMS,Where son one wear.,Bronze,46,5
3704,62,Female,36971,PhD,Divorced,2242,1,2023-06-06,South,Scientist,1,2,7353,52,Email,View easy finish instead group.,Platinum,42,3
3705,37,Male,17493,Master,Widowed,1854,0,2024-05-26,West,Scientist,2,1,12429,2,SMS,Explain structure forward feel they admit.,Silver,99,4
3706,66,Female,36340,Bachelor,Widowed,2376,0,2024-01-29,South,Doctor,0,5,14321,36,Email,Spend economy address college much so same.,Silver,26,7
3707,30,Female,55354,PhD,Married,2625,0,2024-02-02,East,Lawyer,4,3,9999,23,SMS,Space measure dinner around black interest.,Silver,3,4
3708,55,Female,49244,Master,Divorced,1688,1,2024-12-31,East,Scientist,3,2,14945,24,Phone,Several image morning.,Silver,35,3
3709,66,Male,84849,Bachelor,Single,2195,1,2024-02-12,East,Doctor,4,5,5648,32,Email,List development various huge authority.,Gold,82,4
3710,63,Female,44434,High School,Widowed,2123,1,2024-11-08,North,Teacher,1,6,9722,51,Email,Describe run about child report.,Gold,97,2
3711,66,Male,43263,PhD,Married,1829,1,2025-01-05,East,Scientist,2,4,7440,46,SMS,Meeting where building camera other certain.,Platinum,79,1
3712,25,Female,65941,Master,Married,1046,0,2024-05-10,North,Artist,2,1,7381,13,SMS,Or sell this art.,Platinum,51,5
3713,60,Female,21095,Bachelor,Single,2177,0,2024-04-11,North,Engineer,0,4,9905,97,Email,Adult find live live. Degree face room expect.,Platinum,44,9
3714,37,Female,27773,Bachelor,Widowed,2232,1,2024-02-18,East,Artist,2,1,15168,14,SMS,I former vote explain example admit.,Bronze,50,9
3715,50,Female,59957,PhD,Single,2543,1,2023-04-24,West,Teacher,1,3,13952,17,Email,There partner away place degree three mouth.,Silver,85,1
3716,43,Female,47068,PhD,Married,1832,1,2024-12-05,South,Artist,1,6,14185,16,Phone,Along land product experience.,Silver,31,1
3717,56,Male,47412,Bachelor,Divorced,1666,1,2024-09-06,South,Teacher,3,4,11334,32,SMS,Beautiful keep seek over commercial ok.,Platinum,1,8
3718,38,Female,35942,Master,Single,1542,0,2024-07-28,North,Teacher,4,3,9137,79,Email,Leave only job page local authority.,Platinum,16,7
3719,66,Female,53596,High School,Married,500,0,2023-01-28,North,Lawyer,4,3,11005,95,Phone,According wait car. Visit hot community finish.,Gold,22,7
3720,59,Male,37879,Bachelor,Divorced,1797,0,2024-05-13,North,Artist,4,3,5752,12,Email,Participant account evidence.,Silver,43,9
3721,60,Male,51091,Master,Divorced,3383,1,2023-03-05,South,Doctor,3,4,14635,97,Email,Best your seem crime but commercial activity.,Silver,45,5
3722,58,Male,32622,PhD,Widowed,2635,1,2023-03-11,North,Teacher,3,4,4648,3,Phone,Those part cut will enjoy possible fund.,Silver,11,8
3723,26,Female,47264,Bachelor,Widowed,1503,1,2023-09-12,West,Artist,3,4,9616,75,SMS,Certain care night laugh east.,Gold,53,7
3724,41,Female,80373,PhD,Married,1742,1,2024-05-25,West,Doctor,0,2,9998,53,Phone,Service two institution activity word fall.,Platinum,12,2
3725,54,Female,43625,High School,Single,1739,0,2024-12-03,North,Engineer,3,3,12540,43,Email,Enter authority visit political toward.,Gold,73,2
3726,66,Female,48023,PhD,Divorced,2699,0,2023-08-01,South,Doctor,2,6,11318,5,Phone,Lay effort game successful set kid.,Platinum,67,4
3727,58,Female,46962,High School,Widowed,3112,1,2023-09-04,East,Artist,0,2,11516,47,Email,Old fear law when soldier last main.,Platinum,70,1
3728,34,Female,52617,PhD,Widowed,2044,0,2024-05-25,South,Artist,2,1,2949,27,Phone,Beautiful power yeah way away.,Platinum,65,5
3729,41,Male,57022,PhD,Single,2131,0,2024-12-15,East,Doctor,4,4,9497,52,SMS,Leave chair note necessary.,Platinum,14,5
3730,38,Male,53858,High School,Widowed,2260,0,2024-03-15,East,Doctor,1,6,8099,56,Phone,Involve enjoy situation difference people unit.,Silver,99,1
3731,68,Female,54189,PhD,Married,1992,0,2024-11-16,North,Scientist,4,5,10447,80,Phone,Show religious support ball third simple effect.,Gold,61,5
3732,56,Female,47287,Master,Single,2140,1,2024-09-29,West,Teacher,3,1,9604,99,SMS,Food maintain former result.,Silver,72,4
3733,58,Female,51504,PhD,Divorced,2024,0,2024-11-24,North,Artist,1,3,10664,80,Email,Then against campaign run number inside still.,Bronze,23,5
3734,56,Female,46790,Bachelor,Married,2238,0,2024-12-17,East,Teacher,4,3,6422,80,Phone,Attention able every through.,Silver,69,4
3735,30,Female,22814,PhD,Divorced,999,0,2023-06-19,North,Teacher,0,6,10305,86,Email,Ok early child son describe popular night.,Platinum,60,9
3736,28,Male,89459,Master,Divorced,1760,0,2023-07-05,East,Engineer,3,2,15249,68,Phone,Father throughout within rich play.,Platinum,70,9
3737,63,Male,60922,Bachelor,Widowed,1408,1,2023-09-11,North,Artist,4,4,16386,96,SMS,Glass move know accept performance you pattern.,Platinum,79,3
3738,36,Female,35310,Master,Married,2345,0,2024-01-04,West,Teacher,1,6,14051,91,Phone,Stand hundred into watch among already.,Silver,80,3
3739,28,Male,53450,Bachelor,Married,1607,0,2024-03-02,West,Engineer,2,4,4510,15,Email,Pm source into control piece like Congress.,Platinum,93,3
3740,30,Female,29807,PhD,Single,1217,1,2023-04-11,South,Scientist,4,1,9130,19,Email,Few water service simply.,Bronze,71,7
3741,63,Female,42586,Master,Married,1105,1,2023-02-17,East,Teacher,0,6,8502,26,SMS,Week six federal guy memory type.,Silver,2,1
3742,62,Female,27770,PhD,Single,2224,1,2024-07-23,East,Teacher,1,1,10459,79,Email,Ten speak nearly many. Worry line upon together.,Silver,88,4
3743,18,Male,49232,Bachelor,Married,1535,1,2023-03-13,North,Scientist,4,1,13979,45,SMS,Represent father fight full. Say pass huge task.,Bronze,28,9
3744,57,Male,26279,Master,Divorced,1930,1,2024-08-27,South,Artist,2,5,9861,10,SMS,Head natural fall floor.,Silver,20,8
3745,61,Female,55826,High School,Single,2791,1,2023-02-06,West,Doctor,3,5,7242,98,Email,This floor firm other learn Republican nation.,Platinum,53,3
3746,36,Male,60233,Master,Married,2187,0,2024-01-18,North,Scientist,3,3,13484,26,Email,Sell tell do that store job fly.,Platinum,5,8
3747,29,Male,37595,PhD,Single,1744,0,2025-01-12,South,Doctor,3,3,11115,8,SMS,Few remain others focus air ability issue.,Bronze,86,6
3748,25,Female,52413,High School,Widowed,1412,1,2024-11-12,West,Artist,1,3,12315,80,Email,Suggest check college cover.,Bronze,10,3
3749,25,Male,36800,High School,Widowed,2217,0,2024-08-10,North,Doctor,2,6,13031,93,SMS,Big more consumer Mrs other board.,Silver,69,9
3750,62,Male,57675,Bachelor,Single,1935,0,2024-02-07,West,Lawyer,2,4,8982,32,Phone,Candidate glass fish open born board human.,Silver,26,7
3751,29,Female,39670,High School,Single,2289,0,2024-10-12,East,Doctor,4,3,6456,21,Email,Strategy interest dark commercial.,Silver,90,8
3752,65,Female,61834,High School,Divorced,808,0,2024-04-29,South,Scientist,3,2,10651,96,Email,Follow community style Congress.,Platinum,76,2
3753,50,Male,22826,Bachelor,Married,2568,0,2024-04-21,West,Teacher,1,1,8968,45,SMS,For be car career leg southern.,Bronze,59,3
3754,62,Female,34925,Master,Widowed,1143,1,2024-05-13,South,Teacher,3,6,10220,55,Phone,Effect idea white pretty third.,Platinum,72,7
3755,43,Male,33367,PhD,Widowed,1757,0,2024-11-28,North,Engineer,3,4,14250,12,Phone,Already by detail garden throw free page.,Bronze,71,2
3756,56,Female,53050,Master,Married,2694,0,2024-11-03,South,Scientist,4,5,10598,48,Email,Today quite onto. Certainly per yes.,Gold,26,6
3757,45,Female,58326,High School,Widowed,883,1,2024-10-31,North,Artist,4,1,15519,59,SMS,Whom hour decide evidence.,Bronze,31,7
3758,22,Female,54209,PhD,Widowed,1956,0,2024-10-22,South,Engineer,4,3,10883,74,SMS,Organization culture practice since purpose part.,Gold,92,6
3759,25,Female,42365,Master,Single,1862,0,2024-01-23,North,Teacher,0,5,9141,70,Email,Win mother treatment difficult game but.,Bronze,32,5
3760,42,Male,8073,PhD,Widowed,1985,0,2023-07-17,North,Teacher,0,5,6218,37,Phone,Rich individual network. Away imagine tax.,Platinum,4,9
3761,44,Female,50580,High School,Widowed,2178,0,2024-06-04,North,Engineer,1,5,10672,82,SMS,Will remember century far base political lawyer.,Silver,8,3
3762,63,Female,61820,Master,Widowed,2007,0,2025-01-21,West,Scientist,1,6,7251,31,SMS,Answer rule back season party shoulder.,Silver,12,5
3763,40,Female,90207,PhD,Married,1329,0,2024-12-23,East,Lawyer,4,1,11601,99,Email,Down end hair where same.,Silver,96,5
3764,47,Male,43634,PhD,Divorced,2048,1,2023-11-04,South,Doctor,2,4,9660,3,Email,Education control office how rich.,Gold,93,8
3765,62,Male,40020,Master,Single,1990,0,2024-05-10,East,Lawyer,1,1,9562,69,Phone,Leader much dinner add good argue structure move.,Silver,88,8
3766,64,Female,54803,Master,Divorced,1969,1,2023-07-31,East,Lawyer,0,2,10255,98,Phone,Factor own perhaps suddenly name.,Platinum,5,1
3767,40,Female,46157,High School,Widowed,3043,1,2024-09-02,East,Lawyer,0,3,10699,59,SMS,Money six buy push culture.,Platinum,73,6
3768,66,Female,69130,Bachelor,Widowed,2668,0,2024-08-16,East,Scientist,3,6,9897,33,Email,Product close allow executive industry way owner.,Bronze,35,6
3769,64,Female,37877,PhD,Widowed,2913,0,2023-09-10,South,Lawyer,4,4,16409,36,Email,Position throw section sure.,Silver,49,2
3770,37,Female,46267,Master,Divorced,2172,0,2023-02-17,South,Doctor,2,6,7683,74,Email,Southern work its.,Platinum,60,5
3771,35,Female,63143,Master,Married,2892,1,2024-06-12,East,Artist,4,4,13072,3,Phone,Agent doctor goal. Week physical weight service.,Silver,47,6
3772,35,Male,54625,Master,Married,1571,1,2023-08-06,South,Engineer,0,3,13766,75,Phone,Generation possible development rest item.,Bronze,82,3
3773,19,Female,67418,PhD,Single,1820,1,2024-07-30,South,Lawyer,2,2,6677,3,SMS,Against Democrat letter.,Gold,10,1
3774,21,Female,43451,High School,Divorced,1709,0,2024-04-21,North,Lawyer,1,5,10169,92,Email,Ten firm operation garden no president gun.,Platinum,16,9
3775,47,Female,68949,Bachelor,Married,1752,1,2023-08-24,South,Engineer,3,3,11068,59,Phone,Water never range city become good.,Platinum,1,2
3776,50,Female,25042,PhD,Single,2020,0,2024-07-03,West,Engineer,0,5,10514,54,Email,Fast score election weight animal line just.,Silver,6,4
3777,53,Female,25642,High School,Widowed,2101,0,2024-03-22,East,Artist,3,3,10396,28,Phone,Gun anything same less Democrat.,Gold,56,9
3778,35,Female,69185,PhD,Widowed,2215,1,2023-04-04,South,Teacher,4,1,11875,9,Email,Become statement southern strategy.,Platinum,30,9
3779,54,Male,50110,PhD,Single,2872,1,2023-04-01,East,Artist,2,6,3710,26,SMS,Go produce stop especially.,Gold,58,8
3780,36,Male,63812,Master,Married,1237,0,2023-07-29,South,Teacher,4,2,9704,29,Phone,Available executive line poor pay.,Silver,94,4
3781,64,Male,51492,High School,Divorced,1397,1,2024-03-10,East,Scientist,3,6,8739,10,Phone,Hotel feeling deal wear.,Bronze,45,1
3782,45,Male,49894,Master,Single,779,1,2023-11-14,West,Doctor,0,2,7842,27,SMS,Newspaper and meet instead wall throw parent.,Platinum,80,7
3783,57,Male,30079,Master,Married,1579,0,2023-10-05,South,Artist,3,3,12637,63,SMS,Line citizen agency type community.,Gold,78,2
3784,37,Male,49597,High School,Single,1777,1,2023-06-23,South,Doctor,0,2,13096,62,Email,Nation though per cup.,Bronze,6,8
3785,66,Female,70424,Master,Married,1650,1,2024-03-30,West,Engineer,3,5,13410,96,Phone,Father measure body anyone great.,Gold,93,2
3786,50,Female,50850,Master,Widowed,1430,0,2023-05-30,South,Artist,4,2,12554,18,Email,Scientist all rest parent.,Silver,13,3
3787,29,Female,60231,Bachelor,Single,2044,0,2024-11-14,East,Scientist,3,2,6408,53,Email,Politics another my so case.,Bronze,94,6
3788,68,Female,59815,High School,Divorced,1806,1,2024-10-14,West,Engineer,1,6,10436,82,Email,Allow happy simply thus magazine.,Platinum,8,4
3789,32,Female,34809,High School,Single,1557,1,2024-11-04,North,Scientist,4,2,13328,86,Phone,While page military bring suggest gas trouble.,Platinum,8,2
3790,58,Female,62856,Master,Widowed,2075,1,2024-01-12,East,Scientist,3,4,2443,17,SMS,Entire more full. Start million soon raise.,Bronze,1,1
3791,56,Male,45294,Master,Widowed,1713,0,2023-10-01,South,Lawyer,3,3,14877,49,Email,And risk you plant.,Gold,85,3
3792,19,Female,46105,High School,Married,2578,1,2024-11-03,East,Engineer,2,1,6237,89,Phone,Tree factor special manager.,Bronze,15,4
3793,46,Male,81465,High School,Widowed,1918,0,2024-01-02,West,Scientist,4,1,7330,26,Email,Culture military dark art ten.,Silver,1,9
3794,58,Male,58959,PhD,Married,1825,0,2023-07-28,South,Lawyer,2,4,12298,5,SMS,Up might property door imagine know still strong.,Platinum,78,9
3795,27,Female,40422,High School,Widowed,2130,0,2024-07-05,South,Teacher,4,6,15847,73,SMS,Rule speech green. Let expert success break.,Bronze,69,5
3796,19,Female,50968,PhD,Married,997,0,2024-03-24,West,Lawyer,0,4,7197,44,Phone,Official certain play east manage prevent star.,Platinum,22,5
3797,68,Female,50549,Master,Divorced,2606,1,2023-08-12,North,Teacher,4,1,7643,24,Phone,Floor message Republican.,Bronze,27,7
3798,28,Female,75291,Bachelor,Married,2392,1,2023-11-06,South,Lawyer,4,5,13765,57,SMS,Social require own ever heart hot.,Gold,42,8
3799,30,Female,50591,Bachelor,Married,1603,1,2025-01-27,South,Lawyer,3,1,10493,7,Phone,Us wish church foot public program.,Platinum,62,3
3800,27,Female,83119,PhD,Divorced,1434,1,2024-06-03,South,Doctor,1,1,9255,20,SMS,Safe it control city tree pull out.,Bronze,16,5
3801,31,Female,30549,Master,Married,1495,1,2023-08-20,North,Doctor,4,3,10629,56,Email,Attorney catch building almost dinner.,Bronze,35,7
3802,35,Male,49514,Master,Married,1295,0,2024-10-15,East,Engineer,2,1,16553,72,SMS,Today lose war hundred.,Silver,18,2
3803,68,Female,38557,Master,Divorced,1151,0,2023-09-26,North,Scientist,1,1,12309,19,Email,Present loss move owner.,Platinum,4,9
3804,26,Female,42577,High School,Widowed,1278,1,2023-09-20,East,Doctor,4,2,11065,99,Phone,Establish different type question.,Bronze,22,3
3805,56,Male,42903,Master,Single,676,1,2023-09-07,South,Teacher,1,4,11739,64,Email,Mean talk read necessary security home contain.,Silver,18,7
3806,45,Female,39330,High School,Married,1818,1,2024-02-25,East,Doctor,0,1,11246,43,SMS,Computer all hair hot wear.,Bronze,0,9
3807,20,Female,75952,PhD,Widowed,1931,1,2023-12-22,East,Engineer,1,1,12740,44,Phone,Marriage order actually us act.,Platinum,26,9
3808,37,Male,71338,Bachelor,Single,2640,0,2024-04-24,East,Artist,0,5,8085,25,Phone,Maybe discussion me PM.,Bronze,42,3
3809,23,Female,56039,PhD,Divorced,2493,1,2023-11-16,East,Teacher,1,1,9795,17,SMS,Hundred option life.,Platinum,24,2
3810,44,Female,42884,Master,Married,1633,0,2025-01-21,South,Artist,1,3,9940,39,Phone,Require real herself close school.,Platinum,53,5
3811,19,Female,39751,Master,Married,1876,0,2024-09-16,West,Teacher,2,6,7220,25,SMS,Truth value case movie about yes.,Silver,5,5
3812,46,Female,61127,PhD,Divorced,2551,1,2024-05-15,North,Scientist,2,5,6705,99,Email,Its behind run movement be how coach.,Bronze,99,8
3813,55,Female,54502,High School,Married,1775,0,2023-10-16,East,Scientist,3,1,14189,39,Email,Recent public hand industry measure.,Platinum,80,6
3814,20,Female,47827,High School,Single,2085,1,2023-03-10,South,Scientist,1,6,12126,39,Phone,Act easy community off themselves.,Bronze,75,7
3815,33,Male,58117,High School,Single,1697,0,2023-12-12,South,Engineer,0,3,15306,59,SMS,Source heart data brother growth.,Gold,24,8
3816,47,Female,63366,Bachelor,Divorced,2019,0,2024-12-30,South,Doctor,1,4,11514,66,SMS,Magazine action see vote all degree arrive.,Gold,73,9
3817,57,Female,47689,Bachelor,Married,2041,0,2024-12-14,South,Artist,4,1,10959,16,Email,Success science difference authority more.,Bronze,45,4
3818,19,Male,38190,Master,Widowed,1825,0,2024-10-10,East,Artist,0,4,9388,53,Email,Culture today behind mother side.,Silver,58,5
